,id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,exterior_qc,basment_qc,overall_qc,garage_qc,mo_yr_sold,garage_car_area,gr_area_rooms,gr_bed_bath,overall_qual_gr_area,overall_qc_gr_area
495,2030,903430050,50,RM,5680,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,969.0,969.0,GasA,3,0,3,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,7,0,0.0,1.0,1.0,216.0,3.0,3.0,0,0,0,77,0,0,0,0.0,3.0,0,9,2007,WD ,117000,9,9.0,15,9.0,18063,216.0,7284,2,6070,18210
496,2634,535478090,20,RL,7000,Pave,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,468.0,1.0,0.0,396.0,864.0,GasA,4,1,4,864,0,0,864,0.0,1.0,1,0,3,1,3,5,7,0,0.0,1.0,1.0,336.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,0,2,2006,WD ,105000,9,9.0,30,9.0,4012,336.0,4320,3,4320,25920
497,1530,909256060,50,RL,10480,Pave,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1064.0,1064.0,GasA,5,1,3,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,2,0,0.0,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,3,2008,WD ,115000,9,9.0,30,9.0,6024,240.0,9834,3,9834,49170
498,435,528112040,20,RL,11578,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,5,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1736.0,1736.0,GasA,5,1,4,1736,0,0,1736,0.0,0.0,2,0,3,1,5,7,7,1,4.0,0.0,3.0,834.0,3.0,3.0,2,319,90,0,0,0,0,0.0,0.0,0,7,2009,WD ,360000,15,15.0,45,9.0,14063,2502.0,12152,6,15624,78120
499,812,906226110,90,RL,7018,Pave,3,Bnk,3,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,7,0,0.0,1.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2009,WD ,118858,9,0.0,25,9.0,12054,800.0,12280,8,7675,38375
500,1202,534251280,60,RL,9130,Pave,3,Lvl,3,Inside,2,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3.0,3.0,1.0,6.0,400.0,3.0,64.0,336.0,800.0,GasA,4,1,4,800,832,0,1632,0.0,1.0,1,1,4,1,4,7,7,0,0.0,1.0,2.0,484.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,7,2008,WD ,173000,9,9.0,48,9.0,14056,968.0,11424,4,9792,78336
501,666,535383120,30,RL,10800,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,630.0,630.0,GasA,3,1,3,725,0,0,725,0.0,0.0,1,1,1,1,3,4,7,0,0.0,1.0,1.0,320.0,3.0,3.0,2,0,30,0,0,0,0,0.0,0.0,0,11,2009,WD ,78500,9,9.0,15,9.0,22099,320.0,2900,1,2175,10875
502,1751,528240020,60,RL,8244,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,5,1,4,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,7,1,4.0,3.0,2.0,440.0,3.0,3.0,2,100,48,0,0,0,0,0.0,0.0,0,5,2007,WD ,183500,12,12.0,35,9.0,10035,880.0,12040,6,12040,60200
503,705,902135020,20,RM,6000,Pave,3,Bnk,3,Inside,1,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,3,0,4,936,0,0,936,0.0,0.0,1,0,2,1,3,4,5,0,0.0,1.0,2.0,576.0,3.0,3.0,2,0,32,112,0,0,0,0.0,0.0,0,2,2009,WD ,93000,6,6.0,16,9.0,4018,1152.0,3744,2,3744,14976
504,1744,528228375,120,RL,3621,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4.0,3.0,4.0,6.0,1084.0,1.0,0.0,322.0,1406.0,GasA,5,1,4,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,7,1,3.0,3.0,3.0,630.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,0,11,2007,WD ,226500,12,12.0,40,9.0,22077,1890.0,11123,4,12712,63560
505,357,527163040,60,RL,7837,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,799.0,799.0,GasA,4,1,4,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,7,1,3.0,0.0,2.0,380.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,5,2009,WD ,178000,12,12.0,42,9.0,10045,760.0,10997,6,9426,65982
506,2133,907192120,20,RL,10665,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3.0,3.0,6.0,1013.0,1.0,0.0,440.0,1453.0,GasA,5,1,4,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,7,0,0.0,0.0,2.0,558.0,3.0,3.0,2,144,29,0,0,0,0,0.0,0.0,0,6,2007,WD ,226000,12,12.0,35,9.0,12042,1116.0,10353,6,10353,51765
507,989,924100060,60,RL,10457,Pave,2,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,CBlock,3.0,3.0,4.0,4.0,496.0,2.0,288.0,0.0,784.0,GasA,5,1,4,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,7,1,3.0,0.0,2.0,898.0,3.0,3.0,2,0,173,368,0,0,0,0.0,3.0,0,4,2009,WD ,173000,20,9.0,35,9.0,8036,1796.0,11424,4,8160,57120
508,562,532378120,20,RL,8281,Pave,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,553.0,4.0,311.0,0.0,864.0,GasA,4,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,1,1.0,1.0,1.0,360.0,3.0,3.0,2,0,0,236,0,0,0,0.0,2.0,0,12,2009,WD ,62383,9,9.0,25,9.0,24108,360.0,4320,3,4320,21600
509,1054,528104080,60,RL,14948,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5.0,3.0,3.0,6.0,1330.0,1.0,0.0,122.0,1452.0,GasA,5,1,4,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,7,1,4.0,3.0,3.0,858.0,3.0,3.0,2,126,66,0,0,0,0,0.0,0.0,0,11,2008,New,446261,15,15.0,45,9.0,22088,2574.0,29843,6,24417,122085
510,2850,909250070,70,RL,7000,Pave,3,Lvl,3,Inside,2,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,424.0,1.0,0.0,200.0,624.0,GasA,5,1,4,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,7,2,4.0,1.0,1.0,312.0,3.0,3.0,2,530,0,56,0,0,0,0.0,3.0,0,5,2006,WD ,160000,9,9.0,56,9.0,10030,312.0,8874,3,10353,82824
511,1082,528228405,120,RM,3940,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,PConc,4.0,3.0,1.0,6.0,1087.0,1.0,0.0,306.0,1393.0,GasA,5,1,4,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,7,1,3.0,0.0,3.0,668.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,0,5,2008,WD ,219990,12,12.0,35,9.0,10040,2004.0,11032,4,11032,55160
512,1440,907187080,20,RL,9382,Pave,2,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1468.0,1468.0,GasA,5,1,4,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,7,0,0.0,0.0,2.0,577.0,3.0,3.0,2,120,25,0,0,0,0,0.0,0.0,0,7,2008,WD ,191000,12,12.0,35,9.0,14056,1154.0,8874,6,10353,51765
513,2006,903201090,40,RL,6854,Pave,3,Bnk,3,Inside,1,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,1.0,2.0,317.0,3.0,227.0,212.0,756.0,GasA,3,0,3,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,4,1,4.0,1.0,1.0,308.0,2.0,3.0,2,0,65,0,0,150,0,0.0,0.0,0,8,2007,WD ,136500,12,9.0,35,6.0,16056,308.0,6360,1,5300,37100
514,2082,905475520,30,RL,11515,Pave,2,Lvl,3,CulDSac,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,0,4,943,0,0,943,0.0,0.0,1,0,3,1,4,5,5,0,0.0,1.0,1.0,308.0,3.0,3.0,0,0,0,60,0,0,0,0.0,0.0,0,8,2007,WD ,80000,9,0.0,20,9.0,16056,308.0,4715,3,3772,18860
515,2344,527302080,50,RL,13837,Pave,2,Lvl,3,Corner,2,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4.0,4.0,1.0,6.0,1002.0,2.0,202.0,0.0,1204.0,GasA,4,1,4,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,7,0,0.0,1.0,3.0,786.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,2,2006,WD ,229000,16,16.0,35,9.0,4012,2358.0,19647,8,15281,76405
516,248,906223090,60,RL,9938,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,1.0,6.0,750.0,1.0,0.0,300.0,1050.0,GasA,5,1,4,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,7,1,3.0,3.0,2.0,574.0,3.0,3.0,2,156,90,0,0,0,0,0.0,4.0,0,6,2010,WD ,236000,12,12.0,35,9.0,12060,1148.0,15592,6,13643,68215
517,2276,921128030,20,RL,12633,Pave,2,HLS,3,Inside,2,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1824.0,1824.0,GasA,5,1,4,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,7,1,4.0,3.0,3.0,932.0,3.0,3.0,2,160,36,0,0,108,0,0.0,0.0,0,9,2007,New,392000,15,15.0,50,9.0,18063,2796.0,14592,6,18240,91200
518,755,903451090,70,RM,6876,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,2.0,1.0,4.0,522.0,1.0,0.0,198.0,720.0,GasA,2,1,4,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,7,0,0.0,1.0,1.0,316.0,3.0,3.0,2,0,0,213,0,0,0,0.0,3.0,0,8,2009,WD ,149000,9,6.0,30,9.0,16072,316.0,15440,8,11580,57900
519,1178,533236090,160,FV,3951,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,PConc,4.0,3.0,2.0,4.0,128.0,6.0,842.0,0.0,970.0,GasA,5,1,4,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,7,1,3.0,3.0,2.0,846.0,3.0,3.0,2,0,90,0,0,94,0,0.0,0.0,0,2,2008,WD ,345000,15,12.0,50,9.0,4016,1692.0,16751,4,23930,119650
520,2636,902100110,70,RM,9856,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2.0,3.0,1.0,1.0,0.0,1.0,0.0,716.0,716.0,GasA,5,1,3,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,7,0,0.0,1.0,2.0,624.0,3.0,3.0,2,0,72,167,0,0,0,0.0,0.0,0,6,2006,WD ,169000,16,6.0,40,9.0,12036,1248.0,16112,10,10070,80560
521,2077,905377050,20,RL,17808,Pave,3,Lvl,3,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,484.0,484.0,GasA,3,0,4,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,4,0,0.0,1.0,1.0,336.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,7,2007,WD ,109900,9,9.0,20,9.0,14049,336.0,4968,2,4968,24840
522,2930,924151050,60,RL,9627,Pave,3,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,PConc,4.0,3.0,3.0,2.0,758.0,1.0,0.0,238.0,996.0,GasA,5,1,4,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,7,1,3.0,3.0,3.0,650.0,3.0,3.0,2,190,48,0,0,0,0,0.0,0.0,0,11,2006,WD ,188000,9,12.0,35,9.0,22066,1950.0,18000,6,14000,70000
523,737,903227090,50,RM,6000,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,GasA,5,1,2,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,7,1,4.0,1.0,1.0,280.0,3.0,3.0,2,45,0,0,0,0,0,0.0,0.0,0,5,2009,WD ,132500,6,9.0,36,9.0,10045,280.0,8472,4,8472,50832
524,837,907126050,20,RL,9757,Pave,3,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,1.0,5.0,755.0,1.0,0.0,235.0,990.0,GasA,5,1,4,990,0,0,990,1.0,0.0,1,0,3,1,3,5,7,0,0.0,0.0,1.0,440.0,3.0,3.0,2,66,0,0,0,92,0,0.0,0.0,0,10,2009,WD ,143000,12,9.0,35,9.0,20090,440.0,4950,3,4950,34650
525,2086,905478140,20,RL,9280,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,1.0,5.0,557.0,1.0,0.0,785.0,1342.0,GasA,5,1,4,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,7,0,0.0,1.0,1.0,256.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,4,2007,WD ,125000,9,6.0,30,9.0,8028,256.0,9394,4,6710,40260
526,2385,528114010,20,RL,14780,Pave,2,HLS,3,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5.0,3.0,4.0,6.0,1505.0,1.0,0.0,363.0,1868.0,GasA,5,1,4,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,7,1,4.0,3.0,3.0,1085.0,3.0,3.0,2,354,56,0,0,156,0,0.0,0.0,0,6,2006,WD ,415000,15,15.0,45,9.0,12036,3255.0,13076,4,16812,84060
527,189,902402130,70,RM,7740,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,622.0,622.0,GasA,4,1,4,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,7,0,0.0,1.0,2.0,528.0,3.0,3.0,2,0,0,0,0,168,0,0.0,0.0,0,6,2010,WD ,125500,9,6.0,28,9.0,12060,1056.0,8178,3,5452,38164
528,635,535175030,20,RL,9600,Pave,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3.0,3.0,1.0,3.0,620.0,2.0,620.0,0.0,1240.0,GasA,4,1,4,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,6,1,4.0,0.0,1.0,338.0,3.0,3.0,2,289,0,0,0,0,0,0.0,3.0,0,4,2009,WD ,139000,9,9.0,36,9.0,8036,338.0,9792,6,9792,58752
529,432,528110010,60,RL,13478,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5.0,3.0,4.0,6.0,1338.0,1.0,0.0,384.0,1722.0,GasA,5,1,4,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,7,1,4.0,0.0,3.0,842.0,3.0,3.0,2,382,274,0,0,0,0,0.0,0.0,0,6,2009,ConLI,451950,15,15.0,50,9.0,12054,2526.0,22960,6,22960,114800
530,900,908275040,90,RL,10926,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1678.0,1678.0,GasA,3,1,4,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2009,WD ,119900,9,9.0,25,0.0,16072,0.0,16780,12,8390,41950
531,966,916455070,20,RL,6853,Pave,2,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5.0,3.0,1.0,6.0,1005.0,1.0,0.0,262.0,1267.0,GasA,5,1,4,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,7,0,0.0,3.0,2.0,471.0,3.0,3.0,2,192,25,0,0,0,0,0.0,0.0,0,6,2009,WD ,220000,12,15.0,40,9.0,12054,942.0,7776,4,10368,51840
532,1612,526352080,20,RL,10667,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3.0,3.0,1.0,4.0,838.0,1.0,0.0,749.0,1587.0,GasA,3,1,4,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,7,1,4.0,1.0,2.0,525.0,3.0,3.0,2,0,44,0,0,0,0,0.0,0.0,0,3,2007,WD ,167300,9,9.0,36,9.0,6021,1050.0,11109,6,9522,57132
533,904,909101100,50,RL,8212,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,626.0,1.0,0.0,94.0,720.0,GasA,5,1,4,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,7,2,4.0,1.0,1.0,256.0,3.0,3.0,2,84,0,0,0,0,0,0.0,0.0,0,9,2009,WD ,122000,9,9.0,30,9.0,18081,256.0,7788,3,6490,38940
534,2487,532351090,90,RM,9100,Pave,3,Lvl,3,Inside,2,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3.0,3.0,1.0,3.0,1332.0,1.0,0.0,396.0,1728.0,GasA,3,1,4,1728,0,0,1728,1.0,0.0,2,0,6,2,3,10,7,0,0.0,1.0,2.0,504.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2006,ConLI,125000,9,9.0,25,9.0,22066,1008.0,17280,12,8640,43200
535,1304,902205090,20,RM,6000,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,308.0,1.0,0.0,620.0,928.0,GasA,4,1,3,928,0,0,928,0.0,0.0,1,0,3,1,3,5,7,0,0.0,3.0,1.0,288.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2008,WD ,112500,9,9.0,30,9.0,12048,288.0,4640,3,4640,27840
536,2112,906394020,60,RL,9316,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,5,1,4,879,916,0,1795,0.0,0.0,2,1,3,1,4,7,7,0,0.0,0.0,2.0,578.0,3.0,3.0,2,164,111,0,0,0,0,0.0,0.0,0,10,2007,WD ,191000,12,12.0,35,9.0,20070,1156.0,12565,6,12565,62825
537,1244,535180100,20,RL,9464,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3.0,3.0,1.0,4.0,570.0,1.0,0.0,510.0,1080.0,GasA,4,1,4,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,7,0,0.0,1.0,1.0,288.0,3.0,3.0,2,0,0,0,0,130,0,0.0,0.0,0,6,2008,WD ,136000,12,9.0,42,9.0,12048,288.0,5400,3,6480,45360
538,843,907175100,60,RL,10400,Pave,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,866.0,866.0,GasA,5,1,4,866,913,0,1779,0.0,0.0,2,1,3,1,4,6,7,0,0.0,0.0,2.0,546.0,3.0,3.0,2,198,36,0,0,0,0,0.0,0.0,0,3,2009,WD ,197900,9,12.0,35,9.0,6027,1092.0,10674,6,12453,62265
539,2689,903430090,50,RM,5310,Pave,3,Lvl,3,Corner,2,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,485.0,485.0,GasA,4,1,4,1001,634,0,1635,0.0,0.0,1,0,2,1,4,5,7,0,0.0,1.0,1.0,255.0,2.0,3.0,2,394,0,0,0,0,0,0.0,0.0,0,6,2006,WD ,117000,12,6.0,48,6.0,12036,255.0,8175,2,9810,78480
540,2753,906380170,20,RL,7406,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4.0,3.0,3.0,6.0,684.0,1.0,0.0,515.0,1199.0,GasA,5,1,4,1220,0,0,1220,1.0,0.0,2,0,2,1,4,6,7,0,0.0,0.0,2.0,632.0,3.0,3.0,2,105,54,0,0,0,0,0.0,0.0,0,7,2006,New,194000,12,12.0,35,9.0,14042,1264.0,7320,4,8540,42700
541,1169,533215030,120,FV,4538,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,4,3,PConc,5.0,3.0,3.0,6.0,1004.0,1.0,0.0,306.0,1310.0,GasA,5,1,4,1310,0,0,1310,1.0,0.0,1,1,1,1,4,5,7,1,3.0,0.0,2.0,545.0,3.0,3.0,2,277,45,0,0,0,0,0.0,0.0,0,7,2008,WD ,285000,12,15.0,45,9.0,14056,1090.0,6550,1,11790,58950
542,1376,904351280,190,RL,10106,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,1.0,5.0,351.0,3.0,181.0,112.0,644.0,GasA,4,1,4,808,547,0,1355,1.0,0.0,2,0,4,2,3,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2,140,0,0,0,0,0,0.0,0.0,0,9,2008,WD ,127500,12,9.0,35,0.0,18072,0.0,8130,8,6775,47425
